location,buckwalter,part of speech,treebank,arabic,meaning
(26:99:2:1),>aDal~a,V,STEM|POS:V|PERF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS,أَضَلَّ,
(26:99:2:2),naA^,PRON,SUFFIX|PRON:1P,نَا^,
(26:99:3:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(26:99:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:99:4:2),mujorimuwna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mujorim|ROOT:jrm|MP|NOM,مُجْرِمُونَ,
(26:100:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:100:1:2),maA,NEG,STEM|POS:NEG|LEM:maA,مَا,
(26:100:2:1),la,P,PREFIX|l:P+,لَ,
(26:100:2:2),naA,PRON,STEM|POS:PRON|1P,نَا,
(26:100:3:1),min,P,STEM|POS:P|LEM:min,مِن,
(26:100:4:1),$a`fiEiyna,N,STEM|POS:N|ACT|PCPL|LEM:$a`fiEiyn|ROOT:$fE|MP|GEN,شَٰفِعِينَ,
(26:101:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:101:1:2),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(26:101:2:1),SadiyqK,N,STEM|POS:N|LEM:Sadiyq|ROOT:Sdq|M|INDEF|GEN,صَدِيقٍ,
(26:101:3:1),HamiymK,ADJ,STEM|POS:ADJ|LEM:Hamiym|ROOT:Hmm|MS|INDEF|GEN,حَمِيمٍ,
(26:102:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:102:1:2),lawo,COND,STEM|POS:COND|LEM:law,لَوْ,
(26:102:2:1),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(26:102:3:1),la,P,PREFIX|l:P+,لَ,
(26:102:3:2),naA,PRON,STEM|POS:PRON|1P,نَا,
(26:102:4:1),kar~apF,N,STEM|POS:N|LEM:kar~ap|ROOT:krr|F|INDEF|ACC,كَرَّةً,
(26:102:5:1),fa,CAUS,PREFIX|f:CAUS+,فَ,
(26:102:5:2),nakuwna,V,STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|1P|MOOD:SUBJ,نَكُونَ,
(26:102:6:1),mina,P,STEM|POS:P|LEM:min,مِنَ,
(26:102:7:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:102:7:2),mu&ominiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN,مُؤْمِنِينَ,
(26:103:1:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(26:103:2:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(26:103:3:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(26:103:4:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:103:4:2),'aAyapF,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FS|INDEF|ACC,ءَايَةً,
(26:103:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:103:5:2),maA,NEG,STEM|POS:NEG|LEM:maA,مَا,
(26:103:6:1),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS,كَانَ,
(26:103:7:1),>akovaru,N,STEM|POS:N|LEM:>akovar|ROOT:kvr|MS|NOM,أَكْثَرُ,
(26:103:7:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(26:103:8:1),m~u&ominiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|ACC,مُّؤْمِنِينَ,
(26:104:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:104:1:2),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(26:104:2:1),rab~a,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC,رَبَّ,
(26:104:2:2),ka,PRON,SUFFIX|PRON:2MS,كَ,
(26:104:3:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:104:3:2),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(26:104:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:104:4:2),Eaziyzu,N,STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|NOM,عَزِيزُ,
(26:104:5:1),{l,DET,PREFIX|Al+,ٱل,
(26:104:5:2),r~aHiymu,ADJ,STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|NOM,رَّحِيمُ,
(26:105:1:1),ka*~abato,V,STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3FS,كَذَّبَتْ,
(26:105:2:1),qawomu,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|NOM,قَوْمُ,
(26:105:3:1),nuwHK,PN,STEM|POS:PN|LEM:nuwH|M|GEN,نُوحٍ,
(26:105:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:105:4:2),murosaliyna,N,STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|ACC,مُرْسَلِينَ,
(26:106:1:1),<i*o,T,STEM|POS:T|LEM:<i*,إِذْ,
(26:106:2:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(26:106:3:1),la,P,PREFIX|l:P+,لَ,
(26:106:3:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(26:106:4:1),>axuw,N,STEM|POS:N|LEM:>ax|ROOT:Axw|MS|NOM,أَخُو,
(26:106:4:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(26:106:5:1),nuwHN,PN,STEM|POS:PN|LEM:nuwH|M|NOM,نُوحٌ,
(26:106:6:1),>a,INTG,PREFIX|A:INTG+,أَ,
(26:106:6:2),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(26:106:7:1),tat~aqu,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,تَتَّقُ,
(26:106:7:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:107:1:1),<in~i,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنِّ,
(26:107:1:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:107:2:1),la,P,PREFIX|l:P+,لَ,
(26:107:2:2),kumo,PRON,STEM|POS:PRON|2MP,كُمْ,
(26:107:3:1),rasuwlN,N,STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|INDEF|NOM,رَسُولٌ,
(26:107:4:1),>amiynN,ADJ,STEM|POS:ADJ|LEM:>amiyn|ROOT:Amn|MS|INDEF|NOM,أَمِينٌ,
(26:108:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:108:1:2),{t~aqu,V,STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,ٱتَّقُ,
(26:108:1:3),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(26:108:2:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(26:108:3:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:108:3:2),>aTiyEu,V,STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP,أَطِيعُ,
(26:108:3:3),w,PRON,SUFFIX|PRON:2MP,و,
(26:108:3:4),ni,PRON,SUFFIX|PRON:1S,نِ,
(26:109:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:109:1:2),maA^,NEG,STEM|POS:NEG|LEM:maA,مَا^,
(26:109:2:1),>aso_#alu,V,STEM|POS:V|IMPF|LEM:sa>ala|ROOT:sAl|1S,أَسْـ#َلُ,
(26:109:2:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(26:109:3:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(26:109:3:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(26:109:4:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(26:109:5:1),>ajorK,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|GEN,أَجْرٍ,
(26:109:6:1),<ino,NEG,STEM|POS:NEG|LEM:<in,إِنْ,
(26:109:7:1),>ajori,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|NOM,أَجْرِ,
(26:109:7:2),Ya,PRON,SUFFIX|PRON:1S,ىَ,
(26:109:8:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(26:109:9:1),EalaY`,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ,
(26:109:10:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَبِّ,
(26:109:11:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:109:11:2),Ea`lamiyna,N,STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN,عَٰلَمِينَ,
(26:110:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:110:1:2),{t~aqu,V,STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,ٱتَّقُ,
(26:110:1:3),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(26:110:2:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(26:110:3:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:110:3:2),>aTiyEu,V,STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP,أَطِيعُ,
(26:110:3:3),w,PRON,SUFFIX|PRON:2MP,و,
(26:110:3:4),ni,PRON,SUFFIX|PRON:1S,نِ,
(26:111:1:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(26:111:1:2),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(26:111:2:1),>a,INTG,PREFIX|A:INTG+,أَ,
(26:111:2:2),nu&ominu,V,STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|1P,نُؤْمِنُ,
(26:111:3:1),la,P,PREFIX|l:P+,لَ,
(26:111:3:2),ka,PRON,STEM|POS:PRON|2MS,كَ,
(26:111:4:1),wa,CIRC,PREFIX|w:CIRC+,وَ,
(26:111:4:2),{t~abaEa,V,STEM|POS:V|PERF|(VIII)|LEM:{t~abaEa|ROOT:tbE|3MS,ٱتَّبَعَ,
(26:111:4:3),ka,PRON,SUFFIX|PRON:2MS,كَ,
(26:111:5:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:111:5:2),>aro*aluwna,N,STEM|POS:N|LEM:>aro*al|ROOT:r*l|MP|NOM,أَرْذَلُونَ,
(26:112:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(26:112:2:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:112:2:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(26:112:3:1),Eilomi,N,STEM|POS:N|LEM:Eilom|ROOT:Elm|M|NOM,عِلْمِ,
(26:112:3:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:112:4:1),bi,P,PREFIX|bi+,بِ,
(26:112:4:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(26:112:5:1),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(26:112:5:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(26:112:6:1),yaEomalu,V,STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MP,يَعْمَلُ,
(26:112:6:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(26:113:1:1),<ino,COND,STEM|POS:COND|LEM:<in,إِنْ,
(26:113:2:1),HisaAbu,N,STEM|POS:N|VN|(III)|LEM:HisaAb|ROOT:Hsb|M|NOM,حِسَابُ,
(26:113:2:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(26:113:3:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(26:113:4:1),EalaY`,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ,
(26:113:5:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَبِّ,
(26:113:5:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:113:6:1),lawo,COND,STEM|POS:COND|LEM:law,لَوْ,
(26:113:7:1),ta$oEuru,V,STEM|POS:V|IMPF|LEM:ya$oEuru|ROOT:$Er|2MP,تَشْعُرُ,
(26:113:7:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:114:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:114:1:2),maA^,NEG,STEM|POS:NEG|LEM:maA,مَا^,
(26:114:2:1),>anaA,PRON,STEM|POS:PRON|1S,أَنَا,
(26:114:3:1),bi,P,PREFIX|bi+,بِ,
(26:114:3:2),TaAridi,N,STEM|POS:N|ACT|PCPL|LEM:TaArid|ROOT:Trd|M|GEN,طَارِدِ,
(26:114:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:114:4:2),mu&ominiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN,مُؤْمِنِينَ,
(26:115:1:1),<ino,NEG,STEM|POS:NEG|LEM:<in,إِنْ,
(26:115:2:1),>anaA,PRON,STEM|POS:PRON|1S,أَنَا,
(26:115:3:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(26:115:4:1),na*iyrN,N,STEM|POS:N|LEM:na*iyr|ROOT:n*r|M|INDEF|NOM,نَذِيرٌ,
(26:115:5:1),m~ubiynN,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|NOM,مُّبِينٌ,
(26:116:1:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(26:116:1:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(26:116:2:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:116:2:2),}in,COND,STEM|POS:COND|LEM:<in,ئِن,
(26:116:3:1),l~amo,NEG,STEM|POS:NEG|LEM:lam,لَّمْ,
(26:116:4:1),tantahi,V,STEM|POS:V|IMPF|(VIII)|LEM:{ntahaY`|ROOT:nhy|2MS|MOOD:JUS,تَنتَهِ,
(26:116:5:1),ya`,VOC,PREFIX|ya+,يَٰ,
(26:116:5:2),nuwHu,PN,STEM|POS:PN|LEM:nuwH|M|NOM,نُوحُ,
(26:116:6:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:116:6:2),takuwna,V,STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MS,تَكُونَ,
(26:116:6:3),n~a,EMPH,SUFFIX|+n:EMPH,نَّ,
(26:116:7:1),mina,P,STEM|POS:P|LEM:min,مِنَ,
(26:116:8:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:116:8:2),marojuwmiyna,N,STEM|POS:N|PASS|PCPL|LEM:marojuwmiyn|ROOT:rjm|MP|GEN,مَرْجُومِينَ,
(26:117:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(26:117:2:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبِّ,
(26:117:3:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(26:117:4:1),qawomi,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|NOM,قَوْمِ,
(26:117:4:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:117:5:1),ka*~abu,V,STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3MP,كَذَّبُ,
(26:117:5:2),w,PRON,SUFFIX|PRON:3MP,و,
(26:117:5:3),ni,PRON,SUFFIX|PRON:1S,نِ,
(26:118:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:118:1:2),{fotaHo,V,STEM|POS:V|IMPV|LEM:fataHa|ROOT:ftH|2MS,ٱفْتَحْ,
(26:118:2:1),bayoni,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn,بَيْنِ,
(26:118:2:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:118:3:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:118:3:2),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(26:118:3:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(26:118:4:1),fatoHFA,N,STEM|POS:N|LEM:fatoH|ROOT:ftH|M|INDEF|ACC,فَتْحًا,
(26:118:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:118:5:2),naj~i,V,STEM|POS:V|IMPV|(II)|LEM:naj~aY`|ROOT:njw|2MS,نَجِّ,
(26:118:5:3),niY,PRON,SUFFIX|PRON:1S,نِى,
(26:118:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:118:6:2),man,REL,STEM|POS:REL|LEM:man,مَن,
(26:118:7:1),m~aEi,LOC,STEM|POS:LOC|LEM:maE|ACC,مَّعِ,
(26:118:7:2),Ya,PRON,SUFFIX|PRON:1S,ىَ,
(26:118:8:1),mina,P,STEM|POS:P|LEM:min,مِنَ,
(26:118:9:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:118:9:2),mu&ominiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN,مُؤْمِنِينَ,
(26:119:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:119:1:2),>anjayo,V,STEM|POS:V|PERF|(IV)|LEM:>anjaY`|ROOT:njw|1P,أَنجَيْ,
(26:119:1:3),na`,PRON,SUFFIX|PRON:1P,نَٰ,
(26:119:1:4),hu,PRON,SUFFIX|PRON:3MS,هُ,
(26:119:2:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:119:2:2),man,REL,STEM|POS:REL|LEM:man,مَن,
(26:119:3:1),m~aEa,LOC,STEM|POS:LOC|LEM:maE|ACC,مَّعَ,
(26:119:3:2),hu,,PRON,هُ,
(26:119:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(26:119:5:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:119:5:2),fuloki,N,STEM|POS:N|LEM:fulok|ROOT:flk|M|GEN,فُلْكِ,
(26:119:6:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:119:6:2),ma$oHuwni,N,STEM|POS:N|PASS|PCPL|LEM:ma$oHuwn|ROOT:$Hn|M|GEN,مَشْحُونِ,
(26:120:1:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(26:120:2:1),>agoraqo,V,STEM|POS:V|PERF|(IV)|LEM:>ugoriqu|ROOT:grq|1P,أَغْرَقْ,
(26:120:2:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(26:120:3:1),baEodu,T,STEM|POS:T|LEM:baEod|ROOT:bEd,بَعْدُ,
(26:120:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:120:4:2),baAqiyna,N,STEM|POS:N|ACT|PCPL|LEM:baAqiyn|ROOT:bqy|MP|ACC,بَاقِينَ,
(26:121:1:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(26:121:2:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(26:121:3:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(26:121:4:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:121:4:2),'aAyapF,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FS|INDEF|ACC,ءَايَةً,
(26:121:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:121:5:2),maA,NEG,STEM|POS:NEG|LEM:maA,مَا,
(26:121:6:1),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS,كَانَ,
(26:121:7:1),>akovaru,N,STEM|POS:N|LEM:>akovar|ROOT:kvr|MS|NOM,أَكْثَرُ,
(26:121:7:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(26:121:8:1),m~u&ominiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|ACC,مُّؤْمِنِينَ,
(26:122:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:122:1:2),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(26:122:2:1),rab~a,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC,رَبَّ,
(26:122:2:2),ka,PRON,SUFFIX|PRON:2MS,كَ,
(26:122:3:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(26:122:3:2),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(26:122:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:122:4:2),Eaziyzu,N,STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|NOM,عَزِيزُ,
(26:122:5:1),{l,DET,PREFIX|Al+,ٱل,
(26:122:5:2),r~aHiymu,ADJ,STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|NOM,رَّحِيمُ,
(26:123:1:1),ka*~abato,V,STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3FS,كَذَّبَتْ,
(26:123:2:1),EaAdN,PN,STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|INDEF|NOM,عَادٌ,
(26:123:3:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:123:3:2),murosaliyna,N,STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|ACC,مُرْسَلِينَ,
(26:124:1:1),<i*o,T,STEM|POS:T|LEM:<i*,إِذْ,
(26:124:2:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(26:124:3:1),la,P,PREFIX|l:P+,لَ,
(26:124:3:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(26:124:4:1),>axuw,N,STEM|POS:N|LEM:>ax|ROOT:Axw|MS|NOM,أَخُو,
(26:124:4:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(26:124:5:1),huwdN,PN,STEM|POS:PN|LEM:huwd|ROOT:hwd|INDEF|NOM,هُودٌ,
(26:124:6:1),>a,INTG,PREFIX|A:INTG+,أَ,
(26:124:6:2),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(26:124:7:1),tat~aqu,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,تَتَّقُ,
(26:124:7:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:125:1:1),<in~i,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنِّ,
(26:125:1:2),Y,PRON,SUFFIX|PRON:1S,ى,
(26:125:2:1),la,P,PREFIX|l:P+,لَ,
(26:125:2:2),kumo,PRON,STEM|POS:PRON|2MP,كُمْ,
(26:125:3:1),rasuwlN,N,STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|INDEF|NOM,رَسُولٌ,
(26:125:4:1),>amiynN,ADJ,STEM|POS:ADJ|LEM:>amiyn|ROOT:Amn|MS|INDEF|NOM,أَمِينٌ,
(26:126:1:1),fa,REM,PREFIX|f:REM+,فَ,
(26:126:1:2),{t~aqu,V,STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,ٱتَّقُ,
(26:126:1:3),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(26:126:2:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(26:126:3:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:126:3:2),>aTiyEu,V,STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP,أَطِيعُ,
(26:126:3:3),w,PRON,SUFFIX|PRON:2MP,و,
(26:126:3:4),ni,PRON,SUFFIX|PRON:1S,نِ,
(26:127:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:127:1:2),maA^,NEG,STEM|POS:NEG|LEM:maA,مَا^,
(26:127:2:1),>aso_#alu,V,STEM|POS:V|IMPF|LEM:sa>ala|ROOT:sAl|1S,أَسْـ#َلُ,
(26:127:2:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(26:127:3:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(26:127:3:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(26:127:4:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(26:127:5:1),>ajorK,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|GEN,أَجْرٍ,
(26:127:6:1),<ino,NEG,STEM|POS:NEG|LEM:<in,إِنْ,
(26:127:7:1),>ajori,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|NOM,أَجْرِ,
(26:127:7:2),Ya,PRON,SUFFIX|PRON:1S,ىَ,
(26:127:8:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(26:127:9:1),EalaY`,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ,
(26:127:10:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَبِّ,
(26:127:11:1),{lo,DET,PREFIX|Al+,ٱلْ,
(26:127:11:2),Ea`lamiyna,N,STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN,عَٰلَمِينَ,
(26:128:1:1),>a,INTG,PREFIX|A:INTG+,أَ,
(26:128:1:2),tabonu,V,STEM|POS:V|IMPF|LEM:banaY`|ROOT:bny|2MP,تَبْنُ,
(26:128:1:3),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:128:2:1),bi,P,PREFIX|bi+,بِ,
(26:128:2:2),kul~i,N,STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN,كُلِّ,
(26:128:3:1),riyEK,N,STEM|POS:N|LEM:riyE|ROOT:ryE|M|INDEF|GEN,رِيعٍ,
(26:128:4:1),'aAyapF,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FS|INDEF|ACC,ءَايَةً,
(26:128:5:1),taEobavu,V,STEM|POS:V|IMPF|LEM:taEobavu|ROOT:Ebv|2MP,تَعْبَثُ,
(26:128:5:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:129:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:129:1:2),tat~axi*u,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|2MP,تَتَّخِذُ,
(26:129:1:3),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:129:2:1),maSaAniEa,N,STEM|POS:N|LEM:maSaAniE|ROOT:SnE|MP|ACC,مَصَانِعَ,
(26:129:3:1),laEal~a,ACC,STEM|POS:ACC|LEM:laEal~|SP:<in~,لَعَلَّ,
(26:129:3:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(26:129:4:1),taxoludu,V,STEM|POS:V|IMPF|LEM:yaxoludo|ROOT:xld|2MP,تَخْلُدُ,
(26:129:4:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(26:130:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(26:130:1:2),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
